,high_season,min_diff,delay_15,period_day
421,1,-13.0,0,night
422,1,-9.0,0,night
423,1,-1.0,0,night
424,1,3.0,0,night
425,1,-1.0,0,night
426,1,-12.0,0,night
427,1,-8.0,0,night
428,1,-14.0,0,night
429,1,1.0,0,night
430,1,-6.0,0,night
431,1,-5.0,0,night
432,1,-7.0,0,night
433,1,-1.0,0,night
434,1,-4.0,0,night
435,1,-14.0,0,night
436,1,-5.0,0,night
437,1,32.0,1,morning
438,1,37.0,1,afternoon
439,1,10.0,0,afternoon
440,1,-5.0,0,afternoon
441,1,6.0,0,afternoon
442,1,13.0,0,afternoon
443,1,9.0,0,afternoon
444,1,2.0,0,afternoon
445,1,32.0,1,afternoon
446,1,10.0,0,afternoon
447,1,26.0,1,afternoon
448,1,13.0,0,afternoon
449,1,11.0,0,afternoon
450,1,6.0,0,afternoon
451,1,14.0,0,afternoon
452,1,17.0,1,afternoon
453,1,10.0,0,afternoon
454,1,-4.0,0,afternoon
455,1,10.0,0,afternoon
456,1,9.0,0,afternoon
457,1,-6.0,0,afternoon
458,1,3.0,0,afternoon
459,1,-3.0,0,afternoon
460,1,-1.0,0,afternoon
461,1,1.0,0,afternoon
462,1,46.0,1,afternoon
463,1,3.0,0,afternoon
464,1,51.0,1,afternoon
465,1,0.0,0,afternoon
466,1,94.0,1,afternoon
467,1,68.0,1,afternoon
468,1,23.0,1,afternoon
469,1,4.0,0,afternoon
470,1,-1.0,0,afternoon
471,1,4.0,0,afternoon
472,1,-5.0,0,afternoon
473,1,12.0,0,afternoon
474,1,5.0,0,afternoon
475,1,-6.0,0,afternoon
476,1,0.0,0,afternoon
477,1,-3.0,0,morning
478,1,0.0,0,morning
479,1,3.0,0,morning
480,1,-1.0,0,morning
481,1,-5.0,0,morning
482,1,-9.0,0,morning
483,1,-2.0,0,morning
484,1,2.0,0,morning
485,1,1.0,0,morning
486,1,-2.0,0,morning
487,1,-10.0,0,morning
488,1,1.0,0,morning
489,1,-1.0,0,morning
490,1,-2.0,0,morning
491,1,-6.0,0,morning
492,1,8.0,0,morning
493,1,-6.0,0,morning
494,1,-2.0,0,morning
495,1,4.0,0,morning
496,1,-4.0,0,morning
497,1,-8.0,0,morning
498,1,-5.0,0,morning
499,1,1.0,0,morning
500,1,-1.0,0,morning
501,1,-7.0,0,morning
502,1,-3.0,0,morning
503,1,-1.0,0,morning
504,1,-3.0,0,morning
505,1,-11.0,0,morning
506,1,7.0,0,morning
507,1,8.0,0,morning
508,1,-3.0,0,afternoon
509,1,0.0,0,afternoon
510,1,-4.0,0,afternoon
511,1,0.0,0,afternoon
512,1,0.0,0,afternoon
513,1,-12.0,0,afternoon
514,1,8.0,0,afternoon
515,1,24.0,1,afternoon
516,1,1.0,0,afternoon
517,1,-10.0,0,afternoon
518,1,-9.0,0,afternoon
519,1,-6.0,0,afternoon
520,1,-6.0,0,afternoon
521,1,6.0,0,afternoon
522,1,-6.0,0,afternoon
523,1,14.0,0,afternoon
524,1,0.0,0,afternoon
525,1,-4.0,0,afternoon
526,1,-4.0,0,afternoon
527,1,-10.0,0,afternoon
528,1,19.0,1,afternoon
529,1,-2.0,0,afternoon
530,1,-8.0,0,afternoon
531,1,3.0,0,afternoon
532,1,-4.0,0,afternoon
533,1,-4.0,0,afternoon
534,1,-1.0,0,afternoon
535,1,10.0,0,afternoon
536,1,-9.0,0,afternoon
537,1,3.0,0,afternoon
538,1,0.0,0,afternoon
539,1,-6.0,0,night
540,1,-6.0,0,night
541,1,-7.0,0,night
542,1,-9.0,0,night
543,1,-4.0,0,night
544,1,4.0,0,night
545,1,-2.0,0,night
546,1,32.0,1,night
547,1,-8.0,0,night
548,1,3.0,0,night
549,1,-9.0,0,night
550,1,-11.0,0,night
551,1,-6.0,0,night
552,1,-13.0,0,night
553,1,-10.0,0,night
554,1,-12.0,0,night
555,1,2.0,0,night
556,1,-14.0,0,night
557,1,-10.0,0,night
558,1,-8.0,0,night
559,1,-4.0,0,night
560,1,-14.0,0,night
561,1,-4.0,0,night
562,1,-6.0,0,night
563,1,-2.0,0,night
564,1,-8.0,0,night
565,1,-10.0,0,night
566,1,0.0,0,night
567,1,8.0,0,morning
568,1,-7.0,0,morning
569,1,4.0,0,morning
570,1,15.0,0,morning
571,1,-3.0,0,morning
572,1,6.0,0,morning
573,1,57.0,1,morning
574,1,8.0,0,morning
575,1,26.0,1,morning
576,1,-1.0,0,morning
577,1,-5.0,0,morning
578,1,-2.0,0,morning
579,1,4.0,0,morning
580,1,-8.0,0,morning
581,1,9.0,0,morning
582,1,2.0,0,morning
583,1,2.0,0,morning
584,1,4.0,0,morning
585,1,-10.0,0,morning
586,1,-1.0,0,morning
587,1,6.0,0,morning
588,1,1.0,0,morning
589,1,0.0,0,morning
590,1,-7.0,0,morning
591,1,7.0,0,morning
592,1,-2.0,0,night
593,1,3.0,0,night
594,1,-3.0,0,night
595,1,-1.0,0,night
596,1,4.0,0,night
597,1,4.0,0,night
598,1,1.0,0,night
599,1,-4.0,0,night
600,1,16.0,1,night
601,1,4.0,0,night
602,1,4.0,0,night
603,1,0.0,0,night
604,1,16.0,1,night
605,1,4.0,0,night
606,1,-4.0,0,night
607,1,0.0,0,night
608,1,0.0,0,night
609,1,9.0,0,night
610,1,6.0,0,night
611,1,-7.0,0,night
612,1,-7.0,0,night
613,1,-7.0,0,night
614,1,-1.0,0,night
615,1,-2.0,0,night
616,1,8.0,0,night
617,1,-12.0,0,night
618,1,-6.0,0,night
619,1,0.0,0,night
620,1,1.0,0,night
621,1,-4.0,0,night
622,1,6.0,0,night
623,1,-3.0,0,night
624,1,-8.0,0,night
625,1,-5.0,0,night
626,1,-3.0,0,night
627,1,-3.0,0,night
628,1,7.0,0,night
629,1,58.0,1,night
630,1,24.0,1,night
631,1,6.0,0,night
632,1,13.0,0,night
633,1,-3.0,0,night
634,1,-1.0,0,night
635,1,0.0,0,night
636,1,-8.0,0,night
637,1,2.0,0,night
638,1,-5.0,0,night
639,1,2.0,0,night
640,1,-3.0,0,night
641,1,-8.0,0,night
642,1,-8.0,0,night
643,1,0.0,0,night
644,1,0.0,0,night
645,1,-14.0,0,night
646,1,-5.0,0,night
647,1,-10.0,0,night
648,1,1.0,0,night
649,1,-2.0,0,night
650,1,8.0,0,night
651,1,5.0,0,night
652,1,15.0,0,morning
653,1,-4.0,0,night
654,1,-6.0,0,night
655,1,-2.0,0,night
656,1,-3.0,0,night
657,1,-1.0,0,night
658,1,40.0,1,morning
659,1,-6.0,0,night
660,1,-5.0,0,night
661,1,-4.0,0,night
662,1,-9.0,0,night
663,1,16.0,1,night
664,1,3.0,0,night
665,1,-4.0,0,night
666,1,-8.0,0,night
667,1,1.0,0,night
668,1,0.0,0,night
669,1,18.0,1,night
670,1,-1.0,0,night
671,1,-1.0,0,night
672,1,-2.0,0,night
673,1,-4.0,0,night
674,1,2.0,0,night
675,1,50.0,1,night
676,1,-4.0,0,night
677,1,14.0,0,night
678,1,-4.0,0,night
679,1,0.0,0,night
680,1,1.0,0,night
681,1,72.0,1,night
682,1,20.0,1,night
683,1,5.0,0,night
684,1,13.0,0,morning
685,1,-10.0,0,morning
686,1,-6.0,0,morning
687,1,3.0,0,morning
688,1,-9.0,0,morning
689,1,18.0,1,morning
690,1,-9.0,0,morning
691,1,-10.0,0,morning
692,1,-13.0,0,morning
693,1,-7.0,0,morning
694,1,-5.0,0,morning
695,1,-3.0,0,morning
696,1,-13.0,0,morning
697,1,30.0,1,morning
698,1,-10.0,0,morning
699,1,0.0,0,morning
700,1,4.0,0,morning
701,1,-8.0,0,morning
702,1,-8.0,0,morning
703,1,-6.0,0,morning
704,1,-9.0,0,morning
705,1,-8.0,0,morning
706,1,-14.0,0,morning
707,1,-7.0,0,morning
708,1,-11.0,0,morning
709,1,6.0,0,afternoon
710,1,40.0,1,afternoon
711,1,29.0,1,afternoon
712,1,15.0,0,afternoon
713,1,51.0,1,afternoon
714,1,34.0,1,afternoon
715,1,28.0,1,afternoon
716,1,32.0,1,afternoon
717,1,41.0,1,afternoon
718,1,138.0,1,afternoon
719,1,38.0,1,afternoon
720,1,27.0,1,afternoon
721,1,33.0,1,afternoon
722,1,57.0,1,afternoon
723,1,7.0,0,afternoon
724,1,10.0,0,afternoon
725,1,37.0,1,afternoon
726,1,38.0,1,afternoon
727,1,34.0,1,afternoon
728,1,25.0,1,afternoon
729,1,15.0,0,afternoon
730,1,8.0,0,afternoon
731,1,4.0,0,afternoon
732,1,-1.0,0,afternoon
733,1,42.0,1,afternoon
734,1,7.0,0,afternoon
735,1,13.0,0,afternoon
736,1,8.0,0,afternoon
737,1,-5.0,0,afternoon
738,1,47.0,1,afternoon
739,1,33.0,1,afternoon
740,1,-9.0,0,night
741,1,13.0,0,night
742,1,47.0,1,night
743,1,17.0,1,night
744,1,-10.0,0,night
745,1,54.0,1,night
746,1,2.0,0,night
747,1,-3.0,0,night
748,1,-3.0,0,night
749,1,9.0,0,night
750,1,14.0,0,night
751,1,6.0,0,night
752,1,1.0,0,night
753,1,-2.0,0,night
754,1,0.0,0,night
755,1,-8.0,0,night
756,1,-8.0,0,night
757,1,-8.0,0,night
758,1,-6.0,0,night
759,1,1.0,0,night
760,1,-4.0,0,night
761,1,-2.0,0,afternoon
762,1,9.0,0,afternoon
763,1,-2.0,0,afternoon
764,1,4.0,0,afternoon
765,1,15.0,0,afternoon
766,1,1.0,0,afternoon
767,1,2.0,0,afternoon
768,1,7.0,0,afternoon
769,1,-11.0,0,afternoon
770,1,15.0,0,afternoon
771,1,0.0,0,afternoon
772,1,2.0,0,afternoon
773,1,4.0,0,afternoon
774,1,3.0,0,afternoon
775,1,19.0,1,afternoon
776,1,39.0,1,afternoon
777,1,3.0,0,afternoon
778,1,12.0,0,afternoon
779,1,17.0,1,afternoon
780,1,65.0,1,afternoon
781,1,4.0,0,afternoon
782,1,6.0,0,afternoon
783,1,9.0,0,afternoon
784,1,6.0,0,afternoon
785,1,27.0,1,afternoon
786,1,2.0,0,afternoon
787,1,3.0,0,afternoon
788,1,-7.0,0,afternoon
789,1,-3.0,0,afternoon
790,1,4.0,0,afternoon
791,1,15.0,0,afternoon
792,1,-1.0,0,afternoon
793,1,-13.0,0,afternoon
794,1,-4.0,0,afternoon
795,1,1.0,0,afternoon
796,1,-2.0,0,afternoon
797,1,-6.0,0,afternoon
798,1,23.0,1,afternoon
799,1,-4.0,0,afternoon
800,1,2.0,0,afternoon
801,1,15.0,0,afternoon
802,1,2.0,0,afternoon
803,1,29.0,1,afternoon
804,1,3.0,0,afternoon
805,1,0.0,0,afternoon
806,1,1.0,0,afternoon
807,1,11.0,0,afternoon
808,1,-4.0,0,afternoon
809,1,-8.0,0,afternoon
810,1,3.0,0,afternoon
811,1,23.0,1,afternoon
812,1,25.0,1,afternoon
813,1,21.0,1,afternoon
814,1,-3.0,0,morning
815,1,5.0,0,morning
816,1,0.0,0,morning
817,1,24.0,1,morning
818,1,8.0,0,morning
819,1,1.0,0,morning
820,1,15.0,0,morning
821,1,6.0,0,morning
822,1,12.0,0,morning
823,1,11.0,0,morning
824,1,6.0,0,morning
825,1,1.0,0,morning
826,1,11.0,0,morning
827,1,13.0,0,morning
828,1,23.0,1,morning
829,1,5.0,0,morning
830,1,15.0,0,morning
831,1,14.0,0,morning
832,1,11.0,0,morning
833,1,-2.0,0,morning
834,1,10.0,0,morning
835,1,12.0,0,morning
836,1,6.0,0,morning
837,1,14.0,0,morning
838,1,64.0,1,morning
839,1,2.0,0,morning
840,1,9.0,0,morning
841,1,10.0,0,morning
842,1,29.0,1,morning
843,1,8.0,0,morning
844,1,10.0,0,morning
845,1,81.0,1,afternoon
846,1,37.0,1,afternoon
847,1,88.0,1,afternoon
848,1,96.0,1,afternoon
849,1,32.0,1,afternoon
850,1,56.0,1,afternoon
851,1,39.0,1,afternoon
852,1,32.0,1,afternoon
853,1,34.0,1,afternoon
854,1,41.0,1,afternoon
855,1,9.0,0,afternoon
856,1,126.0,1,afternoon
857,1,22.0,1,afternoon
858,1,18.0,1,afternoon
859,1,26.0,1,afternoon
860,1,16.0,1,afternoon
861,1,37.0,1,afternoon
862,1,61.0,1,afternoon
863,1,69.0,1,afternoon
864,1,31.0,1,afternoon
865,1,4.0,0,night
866,1,0.0,0,night
867,1,-5.0,0,night
868,1,-3.0,0,night
869,1,-2.0,0,night
870,1,-2.0,0,night
871,1,-5.0,0,night
872,1,7.0,0,night
873,1,3.0,0,night
874,1,13.0,0,night
875,1,0.0,0,night
876,1,3.0,0,night
877,1,0.0,0,night
878,1,4.0,0,night
879,1,-1.0,0,night
880,1,-6.0,0,night
881,1,11.0,0,night
882,1,-4.0,0,night
883,1,-7.0,0,night
884,1,8.0,0,night
885,1,-6.0,0,night
886,1,3.0,0,night
887,1,2.0,0,night
888,1,-6.0,0,night
889,1,-4.0,0,night
890,1,-3.0,0,night
891,1,-14.0,0,night
892,1,-4.0,0,night
893,1,-12.0,0,night
894,1,-11.0,0,night
895,1,15.0,0,afternoon
896,1,5.0,0,afternoon
897,1,9.0,0,afternoon
898,1,8.0,0,afternoon
899,1,33.0,1,afternoon
900,1,16.0,1,afternoon
901,1,25.0,1,afternoon
902,1,7.0,0,afternoon
903,1,7.0,0,afternoon
904,1,6.0,0,afternoon
905,1,6.0,0,afternoon
906,1,50.0,1,morning
907,1,7.0,0,afternoon
908,1,5.0,0,afternoon
909,1,7.0,0,afternoon
910,1,8.0,0,afternoon
911,1,-4.0,0,afternoon
912,1,1.0,0,afternoon
913,1,15.0,0,afternoon
914,1,7.0,0,afternoon
915,1,68.0,1,afternoon
916,1,14.0,0,afternoon
917,1,4.0,0,afternoon
918,1,14.0,0,afternoon
919,1,11.0,0,afternoon
920,1,15.0,0,afternoon
921,1,2.0,0,afternoon
922,1,10.0,0,afternoon
923,1,4.0,0,afternoon
924,1,-1.0,0,afternoon
925,1,17.0,1,afternoon
926,1,2.0,0,afternoon
927,1,0.0,0,afternoon
928,1,7.0,0,afternoon
929,1,-1.0,0,afternoon
930,1,13.0,0,afternoon
931,1,-3.0,0,afternoon
932,1,-2.0,0,afternoon
933,1,-2.0,0,afternoon
934,1,8.0,0,afternoon
935,1,8.0,0,afternoon
936,1,10.0,0,night
937,1,-3.0,0,night
938,1,11.0,0,night
939,1,0.0,0,night
940,1,9.0,0,night
941,1,1.0,0,night
942,1,-3.0,0,night
943,1,7.0,0,night
944,1,12.0,0,night
945,1,14.0,0,night
946,1,9.0,0,night
947,1,-2.0,0,night
948,1,-3.0,0,night
949,1,3.0,0,night
950,1,1.0,0,night
951,1,2.0,0,night
952,1,6.0,0,afternoon
953,1,13.0,0,afternoon
954,1,15.0,0,afternoon
955,1,-3.0,0,afternoon
956,1,88.0,1,afternoon
957,1,0.0,0,afternoon
958,1,13.0,0,afternoon
959,1,13.0,0,afternoon
960,1,5.0,0,afternoon
961,1,7.0,0,afternoon
962,1,2.0,0,afternoon
963,1,14.0,0,afternoon
964,1,7.0,0,afternoon
965,1,12.0,0,afternoon
966,1,1.0,0,afternoon
967,1,57.0,1,afternoon
968,1,26.0,1,afternoon
969,1,34.0,1,afternoon
970,1,7.0,0,afternoon
971,1,4.0,0,afternoon
972,1,3.0,0,afternoon
973,1,10.0,0,afternoon
974,1,10.0,0,afternoon
975,1,0.0,0,afternoon
976,1,22.0,1,afternoon
977,1,5.0,0,afternoon
978,1,7.0,0,afternoon
979,1,5.0,0,afternoon
980,1,10.0,0,afternoon
981,1,-4.0,0,afternoon
982,1,1.0,0,afternoon
983,1,-3.0,0,night
984,1,-2.0,0,night
985,1,10.0,0,night
986,1,6.0,0,night
987,1,19.0,1,night
988,1,2.0,0,night
989,1,9.0,0,night
990,1,2.0,0,night
991,1,12.0,0,night
992,1,3.0,0,night
993,1,-1.0,0,night
994,1,-2.0,0,night
995,1,2.0,0,night
996,1,-2.0,0,night
997,1,7.0,0,night
998,1,8.0,0,night
999,1,3.0,0,night
1000,1,0.0,0,night
1001,1,0.0,0,night
1002,1,-8.0,0,night
1003,1,-1.0,0,night
1004,1,19.0,1,night
1005,1,4.0,0,night
1006,1,10.0,0,night
1007,1,-4.0,0,night
1008,1,15.0,0,night
1009,1,0.0,0,night
1010,1,0.0,0,night
1011,1,6.0,0,night
1012,1,14.0,0,night
1013,1,-3.0,0,night
1014,1,-3.0,0,night
1015,1,10.0,0,night
1016,1,2.0,0,night
1017,1,9.0,0,night
1018,1,-9.0,0,night
